fecha,ruta,total_abordo,pasajeros_abordo,personal_abordo,total_fallecidos,pasajeros_fallecidos,personal_fallecido,anio,decada
1948-03-07,"Near Skalafell, Iceland",4,2,2,4,2,2,1948,1940
1948-03-10,"Chicago, Illinois",13,9,4,12,8,4,1948,1940
1948-03-12,"Mt. Sanford, Alaska",30,24,6,30,24,6,1948,1940
1948-03-13,"Sierra Cristais, Brazil",6,3,3,6,3,3,1948,1940
1948-03-15,"Villa Pinzon, Colombia",14,10,4,14,10,4,1948,1940
1948-03-27,"Monte Cardo, Corsica, France",19,15,4,19,15,4,1948,1940
1948-04-05,"Near Berlin, Germany",14,10,4,14,10,4,1948,1940
1948-04-10,"Kano, Nigeria",6,0,6,1,0,1,1948,1940
1948-04-15,"Shannon, Ireland",31,21,10,30,20,10,1948,1940
1948-04-18,Territory of New Guinea,37,33,4,37,33,4,1948,1940
1948-04-24,Near Irkutsk Russia,29,25,4,28,24,4,1948,1940
1948-05-13,"Mount Coron, France",4,2,2,4,2,2,1948,1940
1948-05-13,"Near Magazini, Belgian Congo (Zaire)",32,25,7,31,24,7,1948,1940
1948-05-15,"Vrede, South Africa",13,8,5,13,8,5,1948,1940
1948-05-16,"Columbus, Ohio",2,0,2,2,0,2,1948,1940
1948-05-20,"Near Bovingdon, England",4,0,4,3,0,3,1948,1940
1948-05-22,"Khabarovsk, Russia",9,5,4,8,4,4,1948,1940
1948-05-25,"Albacete, Spain",4,0,4,4,0,4,1948,1940
1948-06-10,Isle of Man,8,7,1,6,5,1,1948,1940
1948-06-17,"Mount Carmel, Pennsylvania",43,39,4,43,39,4,1948,1940
1948-06-17,"Over the Pearl River, China",26,23,3,25,22,3,1948,1940
1948-06-26,"Maiquetia, Venezuela",17,14,3,1,0,1,1948,1940
1948-07-01,"Keerbergen, Belgium",12,7,5,8,4,4,1948,1940
1948-07-04,"Northolt, Middlesex, England",39,26,13,39,26,13,1948,1940
1948-07-07,"Djiring, French Indo-China",16,13,3,16,13,3,1948,1940
1948-07-14,"Belem, Brazil",5,2,3,5,2,3,1948,1940
1948-07-16,Pacific Ocean between Hong Kong and Macao,26,23,3,25,22,3,1948,1940
1948-07-24,"Cap-des-Rosiers, Quebec, Canada",29,27,2,29,27,2,1948,1940
1948-07-29,"Buenos Aires, Argentina",24,18,6,18,16,2,1948,1940
1948-07-29,"Tsingtao, China",19,16,3,19,16,3,1948,1940
1948-08-01,"Karachi, Pakistan",4,0,4,4,0,4,1948,1940
1948-08-01,"1,200 miles off Dakar, Atlantic Ocean",52,40,12,52,40,12,1948,1940
1948-08-09,"Port Underwood, New Zealand",2,0,2,2,0,2,1948,1940
1948-08-20,"La Guaira, Venezuela",3,0,3,3,0,3,1948,1940
1948-08-29,"Near Winona, Minnesota",37,33,4,37,33,4,1948,1940
1948-08-31,"Near Elizabethville, Belgium Congo",13,10,3,13,10,3,1948,1940
1948-09-02,"Near Quirindi, Australia",13,10,3,13,10,3,1948,1940
1948-09-30,"Balkhash, Kazakhstan",15,11,4,15,11,4,1948,1940
1948-10-02,"Near Trondheim, Norway",45,38,7,19,16,3,1948,1940
1948-10-12,"Near Yevlakh, Azerbaijan, USSR",10,4,6,10,4,6,1948,1940
1948-10-21,"Prestwick Airport, Scotland",40,30,10,40,30,10,1948,1940
1948-10-23,"Mt. Ruapehu, New Zealand",13,10,3,13,10,3,1948,1940
1948-10-25,"Georgian SSR, USSR",18,14,4,18,14,4,1948,1940
1948-10-27,"Near Edmonton, Alberta, Canada",5,0,5,2,0,2,1948,1940
1948-11-03,"Near Glossop, England",13,0,13,13,0,13,1948,1940
1948-11-04,"Cape Spencer, Alaska",17,15,2,17,15,2,1948,1940
1948-11-08,"Mt. Macedon, Australia",23,19,4,3,0,3,1948,1940
1948-11-11,"Liverpool, England",8,6,2,7,5,2,1948,1940
1948-11-22,"Near Ryzhovo, Russia",26,21,5,23,18,5,1948,1940
1948-11-26,"Vehari, Pakistan",21,16,5,21,16,5,1948,1940
1948-12-05,"Kiangwan, China",40,37,3,9,7,2,1948,1940
1948-12-06,"Milan, Italy",7,6,1,7,6,1,1948,1940
1948-12-12,"Taipei, Taiwan",10,8,2,2,0,2,1948,1940
1948-12-15,"Near Bogata, Colombia",30,27,3,30,27,3,1948,1940
1948-12-21,"Near Pilos, Greece",24,19,5,24,19,5,1948,1940
1948-12-21,"Basalt Island, Hong Kong",33,29,4,33,29,4,1948,1940
1948-12-23,"Near Madrid, Spain",27,24,3,27,24,3,1948,1940
1948-12-28,"Off San Juan, Puerto Rico",32,29,3,32,29,3,1948,1940
1948-12-31,"Mt. Argentari, Italy",13,8,5,13,8,5,1948,1940
1949-01-02,"Seattle, Washington",30,27,3,14,11,3,1949,1940
1949-01-05,"Caravelas Bay, Brazil",17,11,6,3,3,0,1949,1940
1949-01-06,"Brandywine, Maryland",2,0,2,2,0,2,1949,1940
1949-01-11,"Near Pelotas, Brazil",12,8,4,12,8,4,1949,1940
1949-01-15,"Ras-el-Tin, Egypt",30,,,30,,,1949,1940
1949-01-16,"Near Srinagar, India",13,4,9,13,4,9,1949,1940
1949-01-17,"Atlantic Ocean, off Bermuda",20,13,7,20,13,7,1949,1940
1949-01-17,"Near Succoth Glen, Lochgoilhead, Scotland",20,16,4,20,16,4,1949,1940
1949-01-20,"Homer, Alaska",6,3,3,5,3,2,1949,1940
1949-01-30,"Port Washington, New York",35,23,12,2,1,1,1949,1940
1949-02-02,"Trinity Bay, Newfoundland",10,,,6,,,1949,1940
1949-02-04,"Castel Benito, Libya",53,44,9,1,0,1,1949,1940
1949-02-05,"Buenaventura Bay, Colombia",14,10,4,3,1,2,1949,1940
1949-02-08,"Off Copenhagen, Denmark",27,23,4,27,23,4,1949,1940
1949-02-10,"Near Huanuco, Peru",16,13,3,16,13,3,1949,1940
1949-02-19,"Near Coventry, Warks, England",14,6,8,14,6,8,1949,1940
1949-02-24,"Near Cuzco, Peru",26,22,4,22,20,2,1949,1940
1949-02-24,"Braemar Resevoir, Hong Kong",23,19,4,23,19,4,1949,1940
1949-03-10,"Coolangatta, Australia",22,19,3,22,19,3,1949,1940
1949-03-15,"Berlin, Germany",3,0,3,3,0,3,1949,1940
1949-03-18,"Near Waikanae, New Zealand",15,13,2,15,13,2,1949,1940
1949-04-29,"Near Mironovo, Russia",24,18,6,14,11,3,1949,1940
1949-05-04,"Superga, Italy",31,27,4,31,27,4,1949,1940
1949-05-04,"Near Portland, Dorset, England",7,0,7,7,0,7,1949,1940
1949-05-07,"Sibuyan Sea, off the Philippine island of Elalat",13,10,3,13,10,3,1949,1940
1949-05-13,"Near  Novosibirsk, Russia",25,20,5,25,20,5,1949,1940
1949-06-06,"Malahasa Attica, Greece",22,18,4,22,18,4,1949,1940
1949-06-07,"Near Florianpolis, Brazil",27,21,6,27,21,6,1949,1940
1949-06-07,"San Juan, Puerto Rico",81,75,6,53,52,1,1949,1940
1949-06-23,"Off Bari, Italy",33,23,10,33,23,10,1949,1940
1949-07-02,"Near Guildford, Australia",18,14,4,18,14,4,1949,1940
1949-07-12,"Chatsworth, California",48,44,4,35,32,3,1949,1940
1949-07-12,"Near Bombay, India",45,34,11,45,34,11,1949,1940
1949-07-13,"Jamnagar, Gujarat state, India",0,1,1,0,1,1,1949,1940
1949-07-19,"Seattle, Washington",32,28,4,2,2,0,1949,1940
1949-07-21,"Marga, Russia",14,8,6,13,8,5,1949,1940
1949-07-30,"Chesterfield, New Jersey",16,12,4,16,12,4,1949,1940
1949-08-02,"Jaquirana, Brazil",36,30,6,5,4,1,1949,1940
1949-08-03,"Sao Francisco Bay, Brazil",30,,,5,,,1949,1940
1949-08-06,"Salasaca, Ecuador",34,31,3,34,31,3,1949,1940
1949-08-09,"Salalah, Oman",12,,,12,,,1949,1940
1949-08-13,"Near Bogota, Colombia",32,29,3,32,29,3,1949,1940
1949-08-15,"Off Lurga Point, Ireland",58,49,9,8,7,1,1949,1940
1949-08-19,"Near Oldham, England",32,29,3,24,21,3,1949,1940
1949-08-21,"Near Bigstone Lake, Manitoba",21,14,7,21,14,7,1949,1940
1949-08-27,"Leopoldville, Zaire",20,17,3,5,3,2,1949,1940
1949-09-09,"Sault-aux-Cochons, PQ, Canada",23,19,4,23,19,4,1949,1940
1949-09-26,"Mt. Popocatepetl, Mexico",24,21,3,24,21,3,1949,1940
1949-09-27,"Near Castilla, Argentina",27,20,7,5,2,3,1949,1940
1949-10-09,"Cheyenne, Wyoming",4,2,2,4,2,2,1949,1940
1949-10-28,"San Miguel Island, Azores",48,37,11,48,37,11,1949,1940
1949-11-01,"Arlington, Virginia",55,51,4,55,51,4,1949,1940
1949-11-04,"Akron, Ohio",3,0,3,3,0,3,1949,1940
1949-11-16,"Calcutta, India",2,0,2,1,0,1,1949,1940
1949-11-20,"Near Oslo, Norway",35,31,4,34,30,4,1949,1940
1949-11-26,"Near Bucaramanga, Colombia",12,9,3,12,9,3,1949,1940
1949-11-29,"Dallas, Texas",46,41,5,28,26,2,1949,1940
1949-11-29,"Chaleyssin, France",38,33,5,5,1,4,1949,1940
1949-12-01,"Taquaracucu, Brazil",22,18,4,20,16,4,1949,1940
1949-12-07,"Vallejo, California",9,6,3,9,6,3,1949,1940
1949-12-09,"Near Lanchow, China",38,36,2,38,36,2,1949,1940
1949-12-10,"Near Hoikow, China",40,,,17,,,1949,1940
1949-12-12,"Washington, D.C.",23,20,3,6,4,2,1949,1940
1949-12-12,"Jungshahi, Pakistan",26,22,4,26,22,4,1949,1940
1949-12-16,"Orizaba, Mexico",17,13,4,17,13,4,1949,1940
1949-12-18,"Aulnay-sous-Bois, France",8,4,4,8,4,4,1949,1940
1949-12-30,"Comilla, Pakistan",7,6,1,7,6,1,1949,1940
1950-01-05,"Sverdlovsk, Russia",19,,,19,,,1950,1950
1950-01-18,"Albacete, Spain",16,13,3,16,13,3,1950,1950
1950-01-20,"Near Vacas, Bolivia",32,28,4,32,28,4,1950,1950
1950-01-24,"Near Tamatave, Madagascar",14,11,3,14,11,3,1950,1950
1950-01-24,"Iloilo,Philippines",4,1,3,4,1,3,1950,1950
1950-01-26,"Near Snag, Yukon Territory",44,36,8,44,36,8,1950,1950
1950-02-02,North Sea,7,0,7,7,0,7,1950,1950
1950-02-27,"Near Prague, Czechoslovakia",30,27,3,5,2,3,1950,1950
1950-03-07,"Minneapolis, Minnesota",13,10,3,13,10,3,1950,1950
1950-03-10,"Saigon, Vietnam",4,1,3,4,1,3,1950,1950
1950-03-12,"Llandow Airport, Cardiff, Wales",83,78,5,80,75,5,1950,1950
1950-03-25,"Ankara, Turkey",15,11,4,15,11,4,1950,1950
1950-03-28,"Off Cap-Ferret, France",12,0,12,12,0,12,1950,1950
1950-04-05,"Hatiara, India",3,0,3,3,0,3,1950,1950
1950-04-13,"Near Hastings, England",32,28,4,0,0,0,1950,1950
1950-04-15,"Santa Ana, Colombia",4,0,2,2,0,2,1950,1950
1950-04-21,"Near Atsugi, Japan",35,27,8,35,27,8,1950,1950
1950-05-02,"Chimborazo, Ecuador",15,12,3,15,12,3,1950,1950
1950-05-18,"Lagens Air Force Base, Azores",16,5,11,16,5,11,1950,1950
1950-05-23,"Myrtle Beach, South Carolina",39,35,4,39,35,4,1950,1950
1950-05-24,"Near Pasto, Colombia",27,24,3,26,23,3,1950,1950
1950-05-27,"Teterboro, New Jersey",2,0,2,1,0,1,1950,1950
1950-05-30,"Near Ilheus, Brazil",15,11,4,13,9,4,1950,1950
1950-06-05,Atlantic Ocean off Florida,65,62,3,28,28,0,1950,1950
1950-06-09,"Near Fonseca, Colombia",15,12,3,15,12,3,1950,1950
1950-06-13,Off Bahrain,52,44,8,46,40,6,1950,1950
1950-06-14,Bahrain,53,45,8,40,37,3,1950,1950
1950-06-15,"Bahrain, Bahrain",53,45,8,40,37,3,1950,1950
1950-06-23,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",58,55,3,58,55,3,1950,1950
1950-06-26,"York, Australia",29,24,5,29,24,5,1950,1950
1950-07-07,"Busan, South Korea",23,18,5,23,18,5,1950,1950
1950-07-09,"Casablanca, Morocco",29,25,4,22,18,4,1950,1950
1950-07-17,"Near Pathankot, India",22,18,4,22,18,4,1950,1950
1950-07-18,"Near Bocoio, Angola",9,6,3,9,6,3,1950,1950
1950-07-23,"Myrtle Beach, North Carolina",39,35,4,39,35,4,1950,1950
1950-07-27,"Off O-shima Island, Japan",26,23,3,25,22,3,1950,1950
1950-07-28,"Porte Alegre, Brazil",50,43,7,50,43,7,1950,1950
1950-07-29,"Tunbukta, Algeria",26,22,4,26,22,4,1950,1950
1950-07-30,"Algrete, Brazil",12,10,2,12,10,2,1950,1950
1950-07-30,"Karaganda, Russia",25,19,6,25,19,6,1950,1950
1950-08-05,"Near Fairfield, California",20,0,20,12,0,12,1950,1950
1950-08-22,"Near Eagle, Colorado",59,54,5,1,1,0,1950,1950
1950-08-25,"Kampong Jenera, Malaysia",12,7,5,12,7,5,1950,1950
1950-08-31,"Near Wadi Natrun, Egypt",55,48,7,55,48,7,1950,1950
1950-09-04,"Utica, New York",23,20,3,16,13,3,1950,1950
1950-09-14,"Tehran, Iran",8,5,3,8,5,3,1950,1950
1950-09-20,"Kwajalein, Marshall Islands",26,19,7,26,19,7,1950,1950
1950-09-21,"Near Zagreb, Yugoslavia",11,7,4,10,6,4,1950,1950
1950-09-23,"Karlstad, Sweden",10,9,1,10,9,1,1950,1950
1950-09-26,"Near Kyushu Island, Japan",51,43,8,23,18,5,1950,1950
1950-10-13,"Casablanca, Morocco",7,4,3,4,1,3,1950,1950
1950-10-13,"Almelund, Minnisota",6,3,3,6,3,3,1950,1950
1950-10-17,"London, England",29,24,5,28,24,4,1950,1950
1950-10-31,"London Heathrow, England",30,26,4,28,24,4,1950,1950
1950-11-03,"Mont Blanc, France",48,40,8,48,40,8,1950,1950
1950-11-07,"Near Butte, Montana",21,17,4,21,17,4,1950,1950
1950-11-13,"Mt.  Tete de L'Obiou, France",58,51,7,58,51,7,1950,1950
1950-11-17,"Surabaya, Indonesia",23,20,3,2,0,2,1950,1950
1950-11-21,"Near Moran Junction, Wyoming",21,18,3,21,18,3,1950,1950
1950-11-23,"Cuzco, Peru",9,5,4,9,5,4,1950,1950
1950-11-25,"Khitka, Bhutan",3,0,3,3,0,3,1950,1950
1950-12-01,"Near Chamaran, Iran",8,7,1,8,7,1,1950,1950
1950-12-08,"Bangui, French Equatorial Africa",56,50,6,46,43,3,1950,1950
1950-12-09,"Ruig Piner, France",7,4,3,5,2,3,1950,1950
1950-12-13,"Katagiri, India",21,17,4,21,17,4,1950,1950
1950-12-13,"Londrina, Brazil",31,25,6,0,0,0,1950,1950
1950-12-14,"Ribeirao, Brazil",20,16,4,1,1,0,1950,1950
1950-12-15,"Valera, Venezuela",31,28,3,31,28,3,1950,1950
1950-12-19,"Near Baguio, Philippines",38,31,7,38,31,7,1950,1950
1950-12-22,"Penticton, British Columbia, Canada",18,15,3,2,0,2,1950,1950
1950-12-30,"Santiago del Estado, Argentina",18,13,5,17,12,5,1950,1950
1951-01-12,"Ixopo, South Africa",12,10,2,12,10,2,1951,1950
1951-01-13,"Mt. Bukit, Besar,Thailand",10,7,3,10,7,3,1951,1950
1951-01-14,"Philadelphia, Pennsylvania",28,25,3,7,6,1,1951,1950
1951-01-16,"Near Reardan, Washington",10,7,3,10,7,3,1951,1950
1951-01-17,"Near Civitavecchia, Italy",17,12,5,14,10,4,1951,1950
1951-01-20,"Huilyo, Peru",,,,16,,,1951,1950
1951-01-28,"Near An tung, Taiwan",14,7,7,14,7,7,1951,1950
1951-01-31,"Off Hafnarfjorour, Iceland",20,17,3,20,17,3,1951,1950
1951-02-01,"Off Terceira, Portugal",14,,,14,,,1951,1950
1951-02-03,"Near Mt. Cameroon, Buea, British Cameroons",29,23,6,29,23,6,1951,1950
1951-02-14,"Yali, Colombia",2,0,2,2,0,2,1951,1950
1951-03-02,"Sioux City, Iowa",25,21,4,16,13,3,1951,1950
1951-03-11,"Mt. Butler, Hong Kong",24,20,4,24,20,4,1951,1950
1951-03-21,"Corozal, Colombia",29,26,3,29,26,3,1951,1950
1951-03-22,"Off Florianopolis, Brazil",14,10,4,3,3,0,1951,1950
1951-03-23,Over the North Atlantic,53,48,5,53,48,5,1951,1950
1951-03-25,"Irkutsk, Russia",13,9,4,12,8,4,1951,1950
1951-03-26,"Rio Grande, Argentina",24,20,4,11,8,3,1951,1950
1951-03-27,"Manchester, England",3,0,3,2,0,2,1951,1950
1951-04-02,"Bogota, Colombia",26,24,2,26,24,2,1951,1950
1951-04-06,"Refugio Pass, near Santa Barbara, California",22,19,3,22,19,3,1951,1950
1951-04-08,"Near Charleston, West Virginia",21,18,3,21,18,3,1951,1950
1951-04-09,"Cape d'Arguilar, Hong Kong",16,11,5,16,11,5,1951,1950
1951-04-25,"Key West, Florida",43,34,9,43,34,9,1951,1950
1951-04-28,"Fort Wayne, Indiana",11,8,3,11,8,3,1951,1950
1951-05-06,"Near Albuquerque, New Mexico",25,0,25,23,0,23,1951,1950
1951-05-08,"Bordeaux, France",32,27,5,2,0,2,1951,1950
1951-05-18,"Rancharia,  Brazil",7,4,3,7,4,3,1951,1950
1951-06-03,"New Boston, Texas",10,0,10,10,0,10,1951,1950
1951-06-06,"Rio de Janeiro, Brazil",19,16,3,2,1,1,1951,1950
1951-06-13,"Medellin, Colombia",3,0,3,3,0,3,1951,1950
1951-06-22,"Near Sanoyea, Liberia",40,31,9,40,31,9,1951,1950
1951-06-29,"Near Rijeka, Yugoslavia",14,11,3,14,11,3,1951,1950
1951-06-30,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",50,45,5,50,45,5,1951,1950
1951-07-12,"Lyneham AFB, England",10,0,10,10,0,10,1951,1950
1951-07-12,"Near Tezpur, India",3,0,3,3,0,3,1951,1950
1951-07-12,"Aracaju, Brazil",33,28,5,33,28,5,1951,1950
1951-07-16,"Off Lae, New Guinea",7,5,2,7,5,2,1951,1950
1951-07-20,"Thudamot, China",3,0,3,3,0,3,1951,1950
1951-07-21,"Near Sitka, Alaska",37,31,6,37,31,6,1951,1950
1951-07-24,"Gao, Mali",3,0,3,3,0,3,1951,1950
1951-07-29,"Cochabamba, Bolivia",7,4,3,7,4,3,1951,1950
1951-08-08,"Barilla Bay, Australia",2,0,2,2,0,2,1951,1950
1951-08-11,"Moisville, France",5,0,5,5,0,5,1951,1950
1951-08-17,"Ubatuba, Brazil",10,,,10,,,1951,1950
1951-08-24,"Decoto, California",50,44,6,50,44,6,1951,1950
1951-09-08,"Sao Paulo, Brazil",13,9,4,13,9,4,1951,1950
1951-09-12,"Off Ialas Baeares, Spain",39,36,3,39,36,3,1951,1950
1951-09-12,"Off Redwood City, California",3,0,3,3,0,3,1951,1950
1951-09-15,"Bangalore, India",28,24,4,22,21,1,1951,1950
1951-09-27,Near Tachikawa Air Base,14,0,14,14,0,14,1951,1950
1951-09-29,"La Paz, Bolivia",27,24,3,27,24,3,1951,1950
1951-10-08,"Cerro Blanco, Mexico",8,5,3,8,5,3,1951,1950
1951-10-15,"East Griqualand, South Africa",17,13,4,17,13,4,1951,1950
1951-10-15,North Atlantic,12,9,3,12,9,3,1951,1950
1951-10-17,"Mt. Benson, BC, Canada",23,20,3,23,20,3,1951,1950
1951-10-22,"Skopje, Yugoslavia",12,9,3,12,9,3,1951,1950
1951-10-27,"Near Flores, Guatemala",29,25,4,27,23,4,1951,1950
1951-11-05,"Near Tucumcari, New Mexico",29,26,3,1,1,0,1951,1950
1951-11-13,"Puy-de-Dôme, France",36,32,4,36,32,4,1951,1950
1951-11-15,"Near Lodz, Poland",18,14,4,18,14,4,1951,1950
1951-11-17,"Near  Novosibirsk, Russia",23,19,4,23,19,4,1951,1950
1951-11-19,"Cairo, Egypt",5,4,1,5,4,1,1951,1950
1951-11-21,"Calcutta, India",17,13,4,16,12,4,1951,1950
1951-11-24,"Zurich, Switzerland",7,0,7,6,0,6,1951,1950
1951-11-27,"San Luis Acatlan, Mexico",21,18,3,13,11,2,1951,1950
1951-12-04,"Denver, Colorado",3,0,3,3,0,3,1951,1950
1951-12-13,"Yaramunda, Papua, New Guinea",3,2,1,3,2,1,1951,1950
1951-12-16,"Elizabeth, New Jersey",56,52,4,56,52,4,1951,1950
1951-12-23,"Tehran, Iran",22,18,4,22,18,4,1951,1950
1951-12-27,"Near Namtso, Russia",20,14,6,20,14,6,1951,1950
1951-12-29,"Near Little Valley, New York",40,36,4,26,23,3,1951,1950
1951-12-30,"Near Fairbanks, Alaska",4,2,2,4,2,2,1951,1950
1951-12-30,"Near Phoenix, Arizona",28,24,4,28,24,4,1951,1950
1951-12-31,"Calcutta, India",3,0,3,3,0,3,1951,1950
1952-01-02,"Andapa, Madagascar",11,8,3,6,,,1952,1950
1952-01-10,"Com Edno, Ireland",23,20,3,23,20,3,1952,1950
1952-01-19,"Off Sandspit, BC, Canada",43,40,3,36,33,3,1952,1950
1952-01-22,"Elizabeth, New Jersey",23,20,3,23,20,3,1952,1950
1952-02-04,"Kikwit, Belgian Congo",15,11,4,15,11,4,1952,1950
1952-02-07,"Kaneko, Japan",13,,13,13,,13,1952,1950
1952-02-11,"Elizabeth, New Jersey",63,59,4,29,26,3,1952,1950
1952-02-16,"Near Burgio, Italy",31,26,5,31,26,5,1952,1950
1952-02-19,"Nagpur, India",16,12,4,3,1,2,1952,1950
1952-02-19,"Near Yaounde, Cameroon",9,5,4,9,5,4,1952,1950
1952-02-28,"Uberlandia,  Brazil",8,6,2,8,6,2,1952,1950
1952-03-03,"Nice, France",38,34,4,38,34,4,1952,1950
1952-03-10,"Cebu, Philippines",3,0,3,3,0,3,1952,1950
1952-03-12,"Near Sequin, Texas",15,0,15,15,0,15,1952,1950
1952-03-22,"Near Gaspe, Quebec, Canada",4,3,1,4,3,1,1952,1950
1952-03-22,"Frankfurt, Germany",47,37,10,45,36,9,1952,1950
1952-03-24,"Near Gao, French West Africa",21,18,3,17,14,3,1952,1950
1952-03-26,"Moscow, Russia",70,,,70,,,1952,1950
1952-03-29,"Near San Felipe, Venezuela",12,9,3,12,9,3,1952,1950
1952-03-30,"Baguio, Philippines",29,26,3,10,8,2,1952,1950
1952-04-05,"New York, New York",2,0,2,2,0,2,1952,1950
1952-04-09,"Mihara Volcano, Japan",37,33,4,37,33,4,1952,1950
1952-04-10,"Agartala, India",4,0,4,4,0,4,1952,1950
1952-04-11,"North of San Juan, Puerto Rico",69,64,5,52,52,0,1952,1950
1952-04-18,"Near Whittier, California",29,26,3,29,26,3,1952,1950
1952-04-29,"Near Carolina, Brazil",50,41,9,50,41,9,1952,1950
1952-04-30,"Delhi,  India",9,5,4,9,5,4,1952,1950
1952-05-05,"Near Skien, Norway",29,26,3,11,8,3,1952,1950
1952-05-09,"Ipoh, Malaysia",17,,,17,,,1952,1950
1952-05-13,"Sao Paulo, Brazil",22,19,3,5,3,2,1952,1950
1952-05-24,"Near Manaus, Brazil",6,0,6,6,0,6,1952,1950
1952-05-26,"Near Atar, Mauritania",18,10,8,1,0,1,1952,1950
1952-06-13,Baltic Sea,8,5,3,8,5,3,1952,1950
1952-06-14,"Near Brighton, East Sussex, England",8,7,1,6,5,1,1952,1950
1952-06-24,"Lakenheath AFB, England",11,,,11,,,1952,1950
1952-06-25,"Off Northumberland, North Sea",13,11,2,11,9,2,1952,1950
1952-07-18,"Whiting Field, near Milton, Florida",46,40,6,41,37,4,1952,1950
1952-07-27,"Off Rio de Janeiro, Brazil",27,19,8,1,1,0,1952,1950
1952-08-12,"Palmeira de Goias, Brazil",24,20,4,24,20,4,1952,1950
1952-08-21,"Off Trapani, Italy",57,51,6,7,1,6,1952,1950
1952-08-26,"Near Khewra, West Pakistan",18,,,18,,,1952,1950
1952-08-29,"Kosti, Sudan",4,0,4,2,0,2,1952,1950
1952-09-06,"Near Farnsborough, England",1,0,1,1,0,1,1952,1950
1952-09-10,"San Blas, Panama",46,,,46,,,1952,1950
1952-09-15,"Wadi Halfa, Sudan",3,0,3,3,0,3,1952,1950
1952-10-05,"Skvoritsy, Russia",21,19,5,21,19,5,1952,1950
1952-10-08,"Off Tarbat Ness, Scotland",14,2,12,14,2,12,1952,1950
1952-10-14,"San Fransisco do Paula, Brazil",28,,,14,,,1952,1950
1952-10-16,"Off Kangnung, South Korea",25,21,4,25,21,4,1952,1950
1952-10-29,"Near Flagstaff, Arizona",16,,,16,,,1952,1950
1952-11-06,"Lake Chad, Chad",6,1,5,5,1,4,1952,1950
1952-11-07,"Near Summit, Alaska",19,14,5,19,14,5,1952,1950
1952-11-14,"Near Seoul, South Korea",44,37,7,44,37,7,1952,1950
1952-11-15,"Near Anchorage, Alaska",20,15,5,20,15,5,1952,1950
1952-11-17,"Shepard, Montana",16,,,9,,,1952,1950
1952-11-22,"Mount Gannett, Alaska",52,41,11,52,41,11,1952,1950
1952-11-28,"Near Tacoma, Washington",38,31,7,37,30,7,1952,1950
1952-12-06,"Near Sofia, Bugaria",18,,,18,,,1952,1950
1952-12-06,"Off Bermuda-Kindley Field, Bermuda",41,33,8,37,30,7,1952,1950
1952-12-20,"Moses Lake, Washington",115,105,10,87,82,5,1952,1950
1952-12-21,"Off Miami, Florida",3,0,3,3,0,3,1952,1950
1952-12-22,"Damascus, Syria",,,,9,,,1952,1950
1952-12-25,"Off Caracas, Venezuela",5,,,3,,,1952,1950
1952-12-25,"Tehran, Iran",29,25,4,27,23,4,1952,1950
1952-12-30,"Chinmen Island, Taiwan",10,7,3,2,0,2,1952,1950
1953-01-05,"Belfast, Northern Ireland",35,31,4,27,24,3,1953,1950
1953-01-07,"Issaquah, Washington",7,3,4,7,3,4,1953,1950
1953-01-07,"Fish Haven, Idaho",40,37,3,40,37,3,1953,1950
1953-01-15,"25 nm off Agrigento, Italy",26,16,10,26,16,10,1953,1950
1953-01-26,"Sinnai, Sardinia, Italy",19,15,4,19,15,4,1953,1950
1953-02-02,"Off Newfoundland, Canada",39,33,6,39,33,6,1953,1950
1953-02-03,"Lai Chau, Vietnam",18,15,3,18,15,3,1953,1950
1953-02-07,"Bordeaux, France",19,13,6,9,3,6,1953,1950
1953-02-09,"Cairo, Egypt",40,35,5,29,24,5,1953,1950
1953-02-14,"Off Mobile, Alabama",46,41,5,46,41,5,1953,1950
1953-03-03,"Karachi, Pakistan",11,6,5,11,6,5,1953,1950
1953-03-04,"Windsor Locks, Connecticut",2,0,2,2,0,2,1953,1950
1953-03-14,"Kalasahar, India",16,11,5,16,11,5,1953,1950
1953-03-17,"Off Da Nang, Vietnam",8,,,8,,,1953,1950
1953-03-18,"Random Island, Newfoundland",23,18,5,23,18,5,1953,1950
1953-03-18,"Stephenville, Newfoundland",10,0,10,10,0,10,1953,1950
1953-03-20,"Alvarado, California",35,30,5,35,30,5,1953,1950
1953-03-27,"Itapebi, Brazil",14,12,2,14,12,2,1953,1950
1953-03-29,"Mtara, Tanganyika",13,8,5,13,8,5,1953,1950
1953-04-10,"Miandivazo, Madagascar",15,12,3,4,1,3,1953,1950
1953-04-10,"Near Anchieta Island, Brazil",,,,26,,,1953,1950
1953-04-10,"Off Kingston, Jamaica",13,10,3,13,10,3,1953,1950
1953-04-14,"Near Guwahati, India",3,0,3,3,0,3,1953,1950
1953-04-14,"Selleck, Washington",25,22,3,7,5,2,1953,1950
1953-04-16,"NW of Hanoi, Vietnam",30,27,3,30,27,3,1953,1950
1953-04-20,"San Francisco Bay, California",10,5,5,8,4,4,1953,1950
1953-05-02,"Near Jalalogori, West Bengal, India",43,37,6,43,37,6,1953,1950
1953-05-07,"Off Hartland Point, England",10,0,10,10,0,10,1953,1950
1953-05-09,"New Delhi, India",18,13,5,18,13,5,1953,1950
1953-05-11,"Prince Rupert, BC, Canada",19,16,3,2,1,1,1953,1950
