fecha,ruta,total_abordo,pasajeros_abordo,personal_abordo,total_fallecidos,pasajeros_fallecidos,personal_fallecido,anio,decada
1974-05-23,"Springfield, Illinois",3,1,2,3,1,2,1974,1970
1974-05-23,"Kiev, Ukraine, USSR",29,25,4,29,25,4,1974,1970
1974-05-31,"Rankin Inlet, Canada",2,0,2,2,0,2,1974,1970
1974-06-08,"Monte San Isidro,  Colombia",44,38,6,44,38,6,1974,1970
1974-06-27,"Battambang, Khmer Republic",39,33,6,19,17,2,1974,1970
1974-06-30,"Umiat, Alaska",5,4,1,5,4,1,1974,1970
1974-07-24,"Bogota, Colombia",3,0,3,3,0,3,1974,1970
1974-07-27,"Near Moc Hoa, Vietnam",5,1,4,5,1,4,1974,1970
1974-08-05,"Mt. Apica, PQ, Canada",11,8,3,5,2,3,1974,1970
1974-08-11,"Near Ouagadougou, Upper Volta",60,50,10,47,39,8,1974,1970
1974-08-12,"Cali, Colombia",27,24,3,27,24,3,1974,1970
1974-08-14,"Margarita Island, Venezuela",49,45,4,49,45,4,1974,1970
1974-08-18,"Near Kisangani, Zaire",31,24,7,31,24,7,1974,1970
1974-09-07,"Tandjung-karang, Indonesia",39,36,3,36,33,3,1974,1970
1974-09-08,"Ionian Sea , off Kefallinia, Greece",88,79,9,88,79,9,1974,1970
1974-09-11,"Near Charlotte, North Carolina",82,78,4,70,68,2,1974,1970
1974-09-15,"Phan Rang, South Vietnam",75,67,8,75,67,8,1974,1970
1974-10-19,"Calapan, Philippines",8,4,4,1,0,1,1974,1970
1974-10-27,"Old Man's Camp, Alaska",4,0,4,4,0,4,1974,1970
1974-10-28,"Pagosa Springs, Colorado",2,1,1,2,1,1,1974,1970
1974-11-01,"Near Surgut, Russia",38,32,6,38,32,6,1974,1970
1974-11-15,"Manila, Philippines",8,5,3,1,1,0,1974,1970
1974-11-20,"Near Nairobi, Kenya",157,144,13,59,55,4,1974,1970
1974-11-20,"Soddu, Ethiopia",24,21,3,2,0,2,1974,1970
1974-11-22,"Barcelona, Spain",4,0,4,4,0,4,1974,1970
1974-12-01,"Near Berryville, Virginia",92,85,7,92,85,7,1974,1970
1974-12-01,"Bear Mountain,  Thiells, New York",3,0,3,3,0,3,1974,1970
1974-12-04,"Irkutsk, Russia",18,11,7,13,11,2,1974,1970
1974-12-04,"Near Maskeliya, Sri Lanka",191,182,9,191,182,9,1974,1970
1974-12-11,"Near Old Harbors, Alaska",5,4,1,5,4,1,1974,1970
1974-12-12,"Near Moc Hoa, South Vietnam",54,53,1,54,53,1,1974,1970
1974-12-14,"Bukhara, Uzbekistan",19,15,4,7,7,0,1974,1970
1974-12-22,"Maturin, Venezuela",77,71,6,77,71,6,1974,1970
1974-12-29,"Near Sibiu, Romania",33,28,5,33,28,5,1974,1970
1974-12-29,"Tikal, Guatemala",24,21,3,24,213,3,1974,1970
1975-01-03,"Near Nha Trang, Vietnam",9,6,3,9,6,3,1975,1970
1975-01-08,"Near Doncello, Colombia",21,17,4,21,17,4,1975,1970
1975-01-09,"Whittier, California",14,10,4,14,10,4,1975,1970
1975-01-15,"Budapest, Hunary",9,0,9,9,0,9,1975,1970
1975-01-16,"Xam Neua, Laos",16,14,2,16,14,2,1975,1970
1975-01-30,"Istanbul, Turkey",42,38,4,42,38,4,1975,1970
1975-01-30,"Santo Domingo, Dominican Republic",30,27,3,2,1,1,1975,1970
1975-02-01,"Houston, Texas",16,14,2,5,3,2,1975,1970
1975-02-03,"Manila, Philippines",33,29,4,33,29,4,1975,1970
1975-02-09,"Souda, Crete",40,35,5,40,35,5,1975,1970
1975-02-16,"Fairbanks, Alaska",3,0,3,3,0,3,1975,1970
1975-02-22,"Medellin, Colombia",5,0,5,5,0,5,1975,1970
1975-02-27,"Near Sao Paulo, Brazil",15,13,2,15,13,2,1975,1970
1975-03-12,"Pleiku, South Vietnam",26,20,6,26,20,6,1975,1970
1975-03-16,"Near Barito, Argentina",55,50,5,55,50,5,1975,1970
1975-03-18,"Singa, Sudan",6,4,2,5,3,2,1975,1970
1975-03-18,"Near Terney, Russia",12,10,2,7,6,1,1975,1970
1975-03-20,"Near Quilcene, Washington",16,12,4,16,12,4,1975,1970
1975-04-04,"Saigon, South Vietnam",330,314,16,155,150,5,1975,1970
1975-05-13,"Near Sakon Nakhon, Thailand",23,19,4,23,19,4,1975,1970
1975-06-03,"Manila, Philippines",64,59,5,1,1,0,1975,1970
1975-06-17,"Pedro Alfonso, Brazil",15,11,4,1,0,1,1975,1970
1975-06-24,"JFK Airport, New York, New York",124,116,8,113,107,6,1975,1970
1975-06-26,"Toledo, Ohio",2,1,1,2,1,1,1975,1970
1975-07-10,"Bogota, Colombia",4,0,4,2,0,2,1975,1970
1975-07-15,"Near Batumi, Georgia, USSR",40,35,5,40,35,5,1975,1970
1975-07-31,"Taipei, Taiwan",75,70,5,27,27,0,1975,1970
1975-08-03,"Near Immouzer, Morocco",188,181,7,188,181,7,1975,1970
1975-08-03,"Off Amapala, Honduras",20,17,3,20,17,3,1975,1970
1975-08-07,"Denver, Colorado",131,124,7,0,0,0,1975,1970
1975-08-09,"Bagdarin, Russia",11,6,5,11,6,5,1975,1970
1975-08-15,"Krasnovodsk, USSR",38,34,4,23,21,2,1975,1970
1975-08-20,"Near Damascus, Syria",128,117,11,126,115,11,1975,1970
1975-08-30,"Near Gambell, Alaska",32,28,4,10,7,3,1975,1970
1975-09-01,"Leipzig-Halle, East Germany",34,28,6,27,24,3,1975,1970
1975-09-11,"Near Bahar Dar, Ethiopia",9,6,3,1,1,0,1975,1970
1975-09-24,"Near Palembang, Indonesia",61,57,4,25,21,4,1975,1970
1975-09-30,"Off Beirut, Lebanon",60,50,10,60,50,10,1975,1970
1975-09-30,"Barranquilla, Colombia",4,0,4,4,0,4,1975,1970
1975-10-22,"Novgorod, Russia",6,2,4,6,2,4,1975,1970
1975-10-23,"Cairns Airport, Queensland, Australia",11,8,3,11,8,3,1975,1970
1975-10-27,"Tomonoco, Bolivia",67,63,4,67,63,4,1975,1970
1975-10-30,"Near Prague, Czechoslovakia",120,115,5,75,71,4,1975,1970
1975-11-03,Gulf of Mexico,9,8,1,9,8,1,1975,1970
1975-11-17,"Near Sukhumi, Georgia, USSR",38,33,5,38,33,5,1975,1970
1975-11-18,"Caoba, Guatemala",22,18,4,15,11,4,1975,1970
1975-11-20,"Kharkov, Ukraine, USSR",50,46,4,19,18,1,1975,1970
1975-11-22,"Sofia, Bulgaria",48,45,3,3,2,1,1975,1970
1975-11-25,"Near Bir Lahfan, Egypt",20,11,9,20,11,9,1975,1970
1975-11-29,"Hertfordshire, England",6,5,1,6,5,1,1975,1970
1975-12-26,"Rollinsville, Colorado",9,8,1,9,8,1,1975,1970
1976-01-01,"Near Al Qaysumah, Saudi Arabia",82,67,15,82,67,15,1976,1970
1976-01-03,"Anchorage, Alaska",6,4,2,6,4,2,1976,1970
1976-01-03,"Moscow, Russia",61,56,5,61,56,5,1976,1970
1976-01-08,"Mactan Island, Philippines",7,6,1,7,6,1,1976,1970
1976-01-18,"Near San Borja, Bolivia",10,7,3,7,4,3,1976,1970
1976-01-20,"Near Loja, Ecuador",42,36,6,34,28,6,1976,1970
1976-01-21,"Near Shanghai, China",40,36,4,40,36,4,1976,1970
1976-01-22,"Chapeco, Brazil",11,9,2,9,7,2,1976,1970
1976-02-04,"Off Santa Maria, Colombia",3,0,3,3,0,3,1976,1970
1976-02-08,"Van Nuys, California",6,1,5,3,1,2,1976,1970
1976-02-09,"Irkutsk, Russia",124,104,10,24,15,9,1976,1970
1976-02-21,"St. Croix, Virgin Islands",11,10,1,5,5,0,1976,1970
1976-03-01,"Sibiu, Romania",9,5,4,6,3,3,1976,1970
1976-03-02,Southeastern Bolivia,22,18,4,19,15,4,1976,1970
1976-03-06,"Near Voronezh, Russia",111,100,11,111,100,11,1976,1970
1976-03-07,"Igiugig, Alaska",4,3,1,4,3,1,1976,1970
1976-04-02,"Near Puerto Asis, Colombia",16,14,2,5,4,1,1976,1970
1976-04-05,"Ketchikan, Alaska",50,45,5,1,1,0,1976,1970
1976-04-14,"Neuquen, Argentina",34,31,3,34,31,3,1976,1970
1976-04-23,Gulf of Mexico,12,11,1,12,11,1,1976,1970
1976-04-27,"St. Thomas, Virgin Islands",88,81,7,37,35,2,1976,1970
1976-05-05,"Camuigan, Philippines",10,8,2,4,4,0,1976,1970
1976-05-09,"Near Cuneca, Spain",17,7,10,17,7,10,1976,1970
1976-05-15,"Chernigov, Ukraine, USSR",52,46,6,52,46,6,1976,1970
1976-05-23,"Zamboanga, Philipines",87,77,10,14,14,0,1976,1970
1976-06-01,"Nacias Nguema, Equatorial Guinea",45,35,10,45,35,10,1976,1970
1976-06-04,"Agana, Guam",45,33,12,45,33,12,1976,1970
1976-06-06,"Off Kota Kinabalu, Malaysia",11,10,1,11,10,1,1976,1970
1976-06-27,"Entebbe, Uganda",258,,,7,,,1976,1970
1976-07-05,"Daiku, Burma",17,,,17,,,1976,1970
1976-07-28,"Bratislava, Czechoslovakia",79,73,6,76,70,6,1976,1970
1976-08-02,"Near Tehran, Iran",5,0,5,5,0,5,1976,1970
1976-08-09,"Moron AFB, Spain	Moron AFB, Spain	Moron AFB, Spain",32,28,4,12,12,0,1976,1970
1976-08-15,"Andes Mountains, Ecuador",59,55,4,59,55,4,1976,1970
1976-08-28,"Ho Chi Minh City, Vietnam",20,15,5,1,1,0,1976,1970
1976-08-28,"Near Thorney, England",18,4,14,18,4,14,1976,1970
1976-09-02,"Hawk Inlet, Alaska",4,3,1,3,2,1,1976,1970
1976-09-03,"Lajes, Azores, Portugal",68,58,10,68,58,10,1976,1970
1976-09-09,"Off Adler, Russia",64,55,9,64,55,9,1976,1970
1976-09-10,"Near Gaj, Hrvatska, Yugoslavia",176,162,14,176,162,14,1976,1970
1976-09-19,"Karatepe Mountains, Turkey",154,146,8,154,146,8,1976,1970
1976-09-26,"Near Alpena, Michigan",20,15,5,15,12,3,1976,1970
1976-10-04,"Nairobi, Kenya",4,0,4,4,0,4,1976,1970
1976-10-06,"Off Bridgetown, Barbados",73,48,25,73,48,25,1976,1970
1976-10-13,"Santa Cruz, Bolivia",3,0,3,3,0,3,1976,1970
1976-10-13,"Near Bombay, India",95,89,6,95,89,6,1976,1970
1976-10-28,"Near Petrolia, Brazil",7,5,2,2,0,2,1976,1970
1976-11-04,"Banjarmasin, Indonesia",38,33,5,29,25,4,1976,1970
1976-11-05,Atlantic Ocean,2,0,2,2,0,2,1976,1970
1976-11-23,"Kozani, Greece",50,46,4,50,46,4,1976,1970
1976-11-28,"Moscow, Russia",73,67,6,73,67,6,1976,1970
1976-12-12,"Cape May, New Jersey",10,8,2,3,3,1,1976,1970
1976-12-17,"Ust-Kut, Russia",7,4,3,7,4,3,1976,1970
1976-12-17,"Kiev, USSR",55,50,5,48,44,4,1976,1970
1976-12-18,"Nnear Yuzhno-Sakhalinsk, Russia",8,3,5,8,3,5,1976,1970
1976-12-25,"Near Bangkok, Thailand",53,44,9,53,44,9,1976,1970
1976-12-31,"Near Trujillo, Peru",19,14,5,19,14,5,1976,1970
1977-01-06,"Near Palm Springs, California",4,2,2,4,2,2,1977,1970
1977-01-13,"Anchorage, Alaska",5,0,5,5,0,5,1977,1970
1977-01-13,"Near Alma Ata,  Kazakastan, USSR",90,82,8,90,82,8,1977,1970
1977-01-14,"Terrace, BC, Canada",12,9,3,12,9,3,1977,1970
1977-01-15,"Kalvesta, Sweden",22,19,3,22,19,3,1977,1970
1977-01-20,,2,0,2,1,0,1,1977,1970
1977-02-11,"Bratislava, Slovakia",5,2,3,4,2,2,1977,1970
1977-02-15,"Mineralnye Vody, Russia",98,92,6,77,76,1,1977,1970
1977-02-28,"Near Saglouc, Canada",10,7,3,4,2,2,1977,1970
1977-03-01,"Off Aden, Yemen",21,17,3,19,16,3,1977,1970
1977-03-03,"Near Cascina, Italy",44,38,6,44,38,6,1977,1970
1977-03-04,"Niamey, Niger",4,0,4,2,0,2,1977,1970
1977-03-27,"Tenerife, Canary Islands",644,614,30,583,560,23,1977,1970
1977-03-29,"Bainaha Valley, Indonesia",23,20,3,15,13,2,1977,1970
1977-03-30,"Near Zhadanof, Russia",27,23,4,8,5,3,1977,1970
1977-04-04,"New Hope, Georgia",85,81,4,62,60,2,1977,1970
1977-04-10,"SW of Bogota, Colombia",35,31,4,35,31,4,1977,1970
1977-04-19,"Tapa AFB, Estonia",21,15,6,21,15,6,1977,1970
1977-04-27,"Guatemala City, Guatemala",28,22,6,28,22,6,1977,1970
1977-05-10,"Near Jericho, Jordan",54,50,4,54,50,4,1977,1970
1977-05-13,"Beiruit, Lebanon",9,0,9,9,0,9,1977,1970
1977-05-14,"Near Lusaka, Zambia",6,1,5,6,1,5,1977,1970
1977-05-16,"New York, New York",25,22,3,4,4,0,1977,1970
1977-05-27,"Havana, Cuba",69,59,10,67,57,10,1977,1970
1977-06-03,"Natal, Brazil",18,16,2,18,16,2,1977,1970
1977-06-20,"Salto-Nueva Hesperides, Uruguay",15,13,2,12,10,2,1977,1970
1977-06-21,Off Wake Island,16,0,16,16,0,16,1977,1970
1977-07-06,"Saint Louis, Missouri",3,0,3,3,0,3,1977,1970
1977-07-08,"Off Kirovograd, Ukraine",7,,,6,,,1977,1970
1977-07-14,"Near Cuangar, Angola",30,25,5,30,25,5,1977,1970
1977-07-20,"Vitim, Russia",40,34,6,40,34,6,1977,1970
1977-07-20,"Jima, Ethiopia",5,2,3,5,2,3,1977,1970
1977-07-24,"Near Puerto Montt, Chile",82,75,7,38,31,7,1977,1970
1977-07-25,"Near Yoro, Honduras",40,36,4,25,,,1977,1970
1977-08-01,"Encino, California",2,1,1,2,1,1,1977,1970
1977-08-20,"San Jose, Costa Rica",3,0,3,3,0,3,1977,1970
1977-08-25,"Kona, Hawaii",2,0,2,2,0,2,1977,1970
1977-09-02,Off Hong Kong,4,0,4,4,0,4,1977,1970
1977-09-04,"Near Cuenca, Ecuador",33,29,4,33,29,4,1977,1970
1977-09-06,"Mt. Iliamna, Alaska",13,11,2,13,11,2,1977,1970
1977-09-08,"Mt. Loi Hsam Hsao, Burma",19,16,3,19,16,3,1977,1970
1977-09-12,"Yakutat, Alaska",4,0,4,4,0,4,1977,1970
1977-09-14,"Near Albuquerque, New Mexico",20,0,20,20,0,20,1977,1970
1977-09-22,"Bucharest, Romania",53,45,8,29,21,8,1977,1970
1977-09-27,"Kuala Lumpur,  Malaysia",79,69,10,34,26,8,1977,1970
1977-10-20,"Near Gillsburg, Mississippi",26,24,2,6,4,2,1977,1970
1977-10-21,"Mindoro, Philippines",37,33,4,24,,,1977,1970
1977-11-03,"San Cristobal de las Casas, Mexico",13,12,1,13,12,1,1977,1970
1977-11-19,"Rome, Italy",5,2,3,5,2,3,1977,1970
1977-11-19,"Near Funchal, Island of Madeira, Portugal",164,156,8,131,125,6,1977,1970
1977-11-21,"Near Bariloche, Argentina",79,74,5,46,41,5,1977,1970
1977-11-26,"Near Beziers, France",32,28,4,32,28,4,1977,1970
1977-12-02,"Near Al Bayda, Lebanon",165,159,6,59,59,0,1977,1970
1977-12-04,"Straits of Johore, near Kampung Ladang, Malaysia",100,93,7,100,93,7,1977,1970
1977-12-08,"Intracostal City, Louisiana",19,18,1,17,16,1,1977,1970
1977-12-09,"Tarko-Saley, USSR",23,18,5,17,13,4,1977,1970
1977-12-11,"Hierro, Canary Islands",13,0,13,13,0,13,1977,1970
1977-12-13,"Evansville, Indiana",29,26,3,29,26,3,1977,1970
1977-12-18,"Near Salt Lake City, Utah",3,0,3,3,0,3,1977,1970
1977-12-18,"Off Madeira, Portugal",57,52,5,36,35,1,1977,1970
1977-12-19,"Vieques, Puerto Rico",10,9,1,5,5,0,1977,1970
1977-12-24,"Willemstad, Curacao, Netherlands Antilles",10,8,2,10,8,2,1977,1970
1977-12-29,"Cuenca, Ecuador",24,20,4,24,20,4,1977,1970
1978-01-01,"Off Bandra, Maharashtra, India",213,190,23,213,190,23,1978,1970
1978-01-27,"Near San Vincente, Colombia",14,10,4,14,10,4,1978,1970
1978-01-31,"Eirunepe, Brazil",14,12,2,2,0,2,1978,1970
1978-02-10,"Near Artigas, Uruguay",44,40,4,44,40,4,1978,1970
1978-02-10,"Richland, Washington",17,15,2,17,15,2,1978,1970
1978-02-11,"Cranbrook, British Columbia, Canada",49,44,5,42,38,4,1978,1970
1978-02-28,"Solvang, California",7,4,3,7,4,3,1978,1970
1978-03-01,"LAX, Los Angeles, California",200,186,14,2,2,0,1978,1970
1978-03-02,"Kano, Nigeria",18,11,7,18,11,7,1978,1970
1978-03-03,"Off Caracas, Venezuela",47,43,4,47,43,4,1978,1970
1978-03-16,"Vrastsa, Bulgaria",73,66,7,73,66,7,1978,1970
1978-03-22,"Near Riverside, California",6,5,1,6,5,1,1978,1970
1978-03-25,"Okaraba, Burma",48,44,4,48,44,4,1978,1970
1978-04-04,"Off Galveston, Texas",6,4,2,3,3,0,1978,1970
1978-04-05,"St. Thomas, Virgin Islands",9,7,2,2,0,2,1978,1970
1978-04-20,"Near Murmansk, Russia",109,97,12,2,2,0,1978,1970
1978-04-29,"Bogota, Colombia",12,9,3,8,5,3,1978,1970
1978-05-08,"Pensacola, Florida",58,52,6,3,3,0,1978,1970
1978-05-19,"Pochinok, Russia",134,126,8,4,4,0,1978,1970
1978-06-23,"Saint John's, Newfoundland",10,8,2,10,8,2,1978,1970
1978-06-26,"Off Bergen, Norway",18,16,2,18,16,2,1978,1970
1978-06-26,"Toronto, Canada",107,102,5,2,2,0,1978,1970
1978-08-14,"Sogamoso, Bolivia",18,15,3,18,15,3,1978,1970
1978-08-26,"Papun, Burma",14,11,3,14,11,3,1978,1970
1978-08-30,"Las Vegas, Nevada",10,9,1,10,9,1,1978,1970
1978-09-03,"Conakry, Guinea",17,9,8,15,8,7,1978,1970
1978-09-03,"Coal Harbour, BC, Canada",13,11,2,11,9,2,1978,1970
1978-09-03,"Near Kariba, Rhodesia (Zimbabwe)",56,52,4,38,34,4,1978,1970
1978-09-09,"Wrangell, Alaska",3,2,1,3,2,1,1978,1970
1978-09-09,"Near Mexico City, Mexico",21,19,2,18,17,1,1978,1970
1978-09-13,"Whittier, AK",6,5,1,6,5,1,1978,1970
1978-09-14,"Paranaque, Philippines",28,24,4,21,17,4,1978,1970
1978-09-25,"San Diego, California",137,128,9,137,128,9,1978,1970
1978-10-03,"Near Kuopio, Finland",15,12,3,15,12,3,1978,1970
1978-10-03,"Near Mandalay, Myanmar",44,40,4,2,1,1,1978,1970
1978-10-06,"Santiago de Chile, Chile",18,,,18,,,1978,1970
1978-10-07,"Sverdlovsk, Russia",38,34,4,38,34,4,1978,1970
1978-10-08,"Kenai, Alaska",7,6,1,2,2,0,1978,1970
1978-10-22,"Off Bellona, Solomon Islands",11,,,11,,,1978,1970
1978-10-23,"Gulf of Sivash, USSR",26,21,5,26,21,5,1978,1970
1978-11-05,"Off Alexandria, Egypt",18,,,18,,,1978,1970
1978-11-15,"Near Katunayake, Sri Lanka",262,249,13,183,175,8,1978,1970
1978-11-18,"Off Marie Galante Island, West Indies",20,19,1,15,14,1,1978,1970
1978-11-19,"Near Leh, India",77,70,7,77,70,7,1978,1970
1978-11-21,"Near Rubio, Venezuela",27,24,3,27,24,3,1978,1970
1978-11-25,"Hydaburg, Alaska",5,4,1,5,4,1,1978,1970
1978-12-04,"Near Steamboat Springs, Coloado",22,20,2,2,1,1,1978,1970
1978-12-16,"Selvapiana, Italy",10,9,1,10,9,1,1978,1970
1978-12-17,"Hyderabad, India",132,126,6,1,1,0,1978,1970
1978-12-23,"Off Cinisi, Sicily, Italy",129,124,5,108,103,5,1978,1970
1978-12-28,"Portland, Oregon",189,181,8,10,8,2,1978,1970
1979-01-15,"Minsk, Russia",13,9,5,13,8,5,1979,1970
1979-01-24,"Bechar, Algeria",23,20,3,14,14,0,1979,1970
1979-01-27,"Rodez, France",6,4,2,5,3,2,1979,1970
1979-01-30,"125 miles ENE of Tokyo, Japan",6,0,6,6,0,6,1979,1970
1979-02-08,"Near Agudos, Brazil",18,16,2,18,16,2,1979,1970
1979-02-12,"Near Kariba, Rhodesia",59,54,5,59,54,5,1979,1970
1979-02-12,"Clarksburg, West Virginia",25,22,3,2,1,1,1979,1970
1979-02-17,"Manakau Harbor, New Zealand",4,2,2,2,1,1,1979,1970
1979-02-19,"Barentu, Ethiopia",5,2,3,5,2,3,1979,1970
1979-03-01,"Gulfport, Mississippi",8,7,1,8,7,1,1979,1970
1979-03-10,"Off Marina del Rey, California",7,4,3,3,1,2,1979,1970
1979-03-14,"Bejing, China",12,0,12,12,0,12,1979,1970
1979-03-14,"Near Doha Airport, Qatar",64,49,15,45,41,4,1979,1970
1979-03-17,"Near Moscow, Russia",119,113,6,58,57,1,1979,1970
1979-03-26,"Luanda, Angola",10,6,4,10,6,4,1979,1970
1979-03-29,"Ste. Foy, PQ, Canada",24,21,3,17,14,3,1979,1970
1979-04-14,"Off Avalon, California",11,10,1,1,1,0,1979,1970
1979-04-18,"Newark, New Jersey",18,15,3,3,3,0,1979,1970
1979-04-23,"Near Cuenca, Ecuador",57,52,5,57,52,5,1979,1970
1979-05-25,"Bullen Point, Alaska",3,0,3,3,0,3,1979,1970
1979-05-25,"Chicago O'Hare, Illinois",271,258,13,271,258,13,1979,1970
1979-05-27,"Off Dakar, Senegal",12,7,5,12,7,5,1979,1970
1979-05-30,"Rockland, Maine",18,16,2,17,15,2,1979,1970
1979-06-07,"Near Leh, India",27,0,27,27,0,27,1979,1970
1979-06-17,"Hyannis, Massachusetts",10,8,2,1,0,1,1979,1970
1979-07-11,"Near Medan Airfield, Indonesia",61,57,4,61,57,4,1979,1970
1979-07-12,"Bua, Fiji",9,8,1,9,8,1,1979,1970
1979-07-12,"Anchorage, Alaska",7,6,1,7,6,1,1979,1970
1979-07-23,"Beirut, Lebanon",6,0,6,6,0,6,1979,1970
1979-07-24,"St. Croix, Virgin Islands",21,19,2,8,7,1,1979,1970
1979-07-31,"Off Sumburgh, Shetlands, Scotland",47,44,3,17,15,2,1979,1970
1979-08-02,"Canton, Ohio",3,2,1,1,0,1,1979,1970
1979-08-03,"Leningrad, USSR",14,12,2,14,12,2,1979,1970
1979-08-04,"Near Panvel, India",45,40,5,45,40,5,1979,1970
1979-08-11,"Near Volgograd, Russia",178,155,13,178,155,13,1979,1970
1979-08-24,"Near Enisseysk, USSR",16,10,6,11,5,6,1979,1970
1979-08-29,"Near Kirsanov, Russia",63,58,5,63,58,5,1979,1970
1979-09-03,"Andema, Russia",44,37,7,40,35,5,1979,1970
1979-09-11,"Off Taipei, Taiwan",6,0,6,6,0,6,1979,1970
1979-09-14,"Near Klamath Falls, Oregon",12,10,2,12,10,2,1979,1970
1979-09-14,"Near Sarroch,  Italy",31,27,4,31,27,4,1979,1970
1979-09-18,"Blink Horn Point, Canada",9,8,1,4,8,1,1979,1970
1979-09-19,"Merced, California",5,0,5,5,0,5,1979,1970
1979-09-30,"Porpoise Bay, British Columbia Canada",16,14,2,2,1,1,1979,1970
1979-10-07,"Athens, Greece",156,145,11,14,14,0,1979,1970
1979-10-08,"Covington, Kentucky",8,7,1,8,7,1,1979,1970
1979-10-27,"Lensk, Russia",12,10,2,3,2,1,1979,1970
1979-10-31,"Mexico City, Mexico",88,77,11,72,63,9,1979,1970
1979-11-15,"Near Chicago, Illinois",78,72,6,0,0,0,1979,1970
1979-11-16,"Vologda, Russia",5,0,5,3,0,3,1979,1970
1979-11-18,"Granger, Utah",3,0,3,3,0,3,1979,1970
1979-11-26,"Near At Ta'if, Jeddah, Saudi Arabia",156,145,11,156,145,11,1979,1970
1979-11-28,"Near Mt. Erebus, Ross Ice Shelf, Antarctica",257,237,20,257,237,20,1979,1970
1979-11-30,"San Andres Island, Colombia",9,7,2,9,7,2,1979,1970
1979-12-09,"Cherskiy, Russia",7,2,5,7,2,5,1979,1970
1979-12-12,"Apolo, Bolivia",11,,,10,,,1979,1970
1979-12-18,"Cerro Toledo Mountain, Colombia",21,16,5,21,16,5,1979,1970
1979-12-22,"Near Puerto Esperanza, Peru",29,24,5,29,24,5,1979,1970
1979-12-23,"Ankara, Turkey",45,41,4,41,38,3,1979,1970
1979-12-23,"Menari, Papua New Guinea",16,14,2,16,14,2,1979,1970
1980-01-02,Haiti,9,8,1,9,8,1,1980,1980
1980-01-11,Over the Atlantic Ocean,2,1,1,2,1,1,1980,1980
1980-01-14,"Shungnak, Alaska",9,8,1,7,6,1,1980,1980
1980-01-21,"Elburz Mtns., near Tehran, Iran",128,120,8,128,120,8,1980,1980
1980-01-23,"Mt. Cemonyet,  Indonesia",13,10,3,13,10,3,1980,1980
1980-01-24,"Near Mandalay, Burma",44,,,43,,,1980,1980
1980-02-03,"Baracoa, Cuba",37,33,4,1,1,0,1980,1980
1980-02-21,"Leeville, Louisiana",7,6,1,6,6,0,1980,1980
1980-02-21,"Sydney, NSW, Australia",13,12,1,13,12,1,1980,1980
1980-02-22,"Near Agra, India",47,,,46,,,1980,1980
1980-02-27,"Manila, Philippines",135,124,11,2,2,0,1980,1980
1980-03-14,"Near Warsaw, Poland",87,77,10,87,77,10,1980,1980
1980-03-14,"Near Yenice, Turkey",18,12,6,18,12,6,1980,1980
1980-03-21,"Houston, Texas",10,8,2,7,5,2,1980,1980
1980-03-21,"Off Macae, Brazil",14,,,14,,,1980,1980
1980-04-12,"Florianopolis, Brazil",58,50,8,55,47,8,1980,1980
1980-04-14,"Krasnoyarsk, Russia",53,49,4,2,2,0,1980,1980
1980-04-24,"Posht-i-Badam, Iran",7,0,7,5,0,5,1980,1980
1980-04-25,"Tenerife, Canary Islands",146,138,8,146,138,8,1980,1980
1980-04-27,"Don Muang, Thailand",53,49,4,44,40,4,1980,1980
1980-06-02,"Near Yachiba, Bolivia",13,10,3,13,10,3,1980,1980
1980-06-08,"Near Matala, Angola",29,25,4,29,25,4,1980,1980
1980-06-12,"Near Dushanbe, Russia",29,25,4,29,25,4,1980,1980
1980-06-12,"Valley, Nebraska",15,13,2,13,11,2,1980,1980
1980-06-27,"Tyrrhenian Sea,  off Ustica, Italy",81,77,4,81,77,4,1980,1980
1980-07-08,"Near Alma-Ata, Kazakhstan, USSR",166,156,10,166,156,10,1980,1980
1980-08-01,"Cerro Lilio, Mexico",7,0,7,3,0,3,1980,1980
1980-08-06,"Houma, Louisiana",13,12,1,13,12,1,1980,1980
1980-08-07,"Nouadhibou, Mauretania",168,152,16,1,1,0,1980,1980
1980-08-19,"Riyadh, Saudi Arabia",301,287,14,301,287,14,1980,1980
1980-08-26,"Near Jakarta, Indonesia",37,31,6,37,31,6,1980,1980
1980-09-05,"Near Montelimar, France",8,0,8,8,0,8,1980,1980
1980-09-10,"Puerto Olaya, Colombia",3,0,3,3,0,3,1980,1980
1980-09-12,"Off Freeport, Bahamas",34,30,4,34,30,4,1980,1980
1980-09-14,"Kindu, Zaire",36,31,5,36,31,5,1980,1980
1980-09-15,"Near Medina, Saudi Arabia",89,81,8,89,81,8,1980,1980
1980-09-17,"Near Kindu, Zaire",36,34,2,36,34,2,1980,1980
1980-09-30,"Badakshan, Afghanistan",45,,,45,,,1980,1980
1980-11-12,"Near Cairo, Egypt",13,7,6,13,7,6,1980,1980
1980-11-19,"Seoul, South Korea",226,212,14,15,9,6,1980,1980
1980-11-24,"Near Medellin, Colombia",20,3,17,20,3,17,1980,1980
1980-11-28,"Pecos City, Texas",2,0,2,2,0,2,1980,1980
1980-12-05,"Dar es Salaam, Tanzania",10,9,1,10,9,1,1980,1980
1980-12-21,"Near Rio Hacha, Colombia",70,63,7,70,63,7,1980,1980
1980-12-23,"Qatar, Qatar",291,271,20,2,2,0,1980,1980
1981-01-14,"Ramstein AFB, West Germany",11,2,7,11,2,7,1981,1980
